15.1 -20.13 -341.534 0.25382 29.5764 0.0818226 0.682726 0.157176
15.1 0 -344.651 0.241338 29.71 0.0818614 8.87727 0.149753
15.1 20.13 -341.804 0.24522 30.1365 0.0761602 17.2169 0.134284
7.55 -40.26 -278.054 0.218595 12.1377 0.0702392 -8.87162 0.291917
7.55 -20.13 -283.193 0.212396 11.6232 0.0728062 -0.980896 0.117014
7.55 0 -286.221 0.208048 11.7548 0.0706292 7.27487 0.11698
7.55 20.13 -283.466 0.210629 12.5926 0.0727558 15.9432 0.117577
7.55 40.26 -278.692 0.21489 13.7887 0.072861 23.8431 0.165856
0 -40.26 -222.469 0.211115 -4.92225 0.070686 -8.24329 0.0779065
0 -20.13 -228.589 0.212885 -5.84337 0.0779683 -1.34829 0.0712383
0 0 -231.861 0.18193 -5.52038 0.0680964 5.98498 0.0406921
0 20.13 -229.403 0.182754 -4.84895 0.0629529 13.662 0.0677215
0 40.26 -223.33 0.231571 -3.60414 0.0842432 20.6244 0.0713597
-7.55 -40.26 -168.589 0.25034 -22.3358 0.0845349 -7.24428 0.101167
-7.55 -20.13 -174.734 0.218493 -22.9667 0.0836822 -1.43046 0.0788907
-7.55 0 -177.483 0.230799 -22.7558 0.0721621 4.97276 0.0687472
-7.55 20.13 -174.024 0.222924 -22.263 0.0727773 11.5609 0.0739893
-7.55 40.26 -168.453 0.263199 -20.8717 0.0842982 17.4815 0.080693
-15.1 -20.13 -124.121 0.223996 -40.3755 0.0695052 -1.66907 0.0940786
-15.1 0 -126.449 0.23913 -40.3938 0.097616 4.03787 0.0682687
-15.1 20.13 -124.377 0.22122 -39.6987 0.084182 9.30538 0.0751109
-15.1 40.26 -121.993 0.279554 -36.9516 0.086022 14.0649 0.133702
