7.55 -40.26 -504.129 0.536219 1.19311 0.228058 -5.5768 0.176728
7.55 -20.13 -509.65 0.590111 0.691661 0.240529 2.28684 0.22387
7.55 0 -512.473 0.793424 1.00202 0.245255 10.413 0.293657
7.55 20.13 -510.595 0.704842 1.66974 0.203028 18.7698 0.435481
7.55 40.26 -504.259 0.42898 3.43386 0.384014 26.5416 0.617662
0 -40.26 -450.742 0.362656 -15.9148 0.118135 -4.8985 0.116419
0 -20.13 -456.695 0.383448 -16.9379 0.124092 2.06432 0.105676
0 0 -457.764 0.313212 -17.1913 0.152361 8.64632 0.0593721
0 20.13 -456.816 0.39537 -16.0619 0.156091 15.7249 0.0838379
0 40.26 -450.092 0.369426 -14.817 0.122756 22.306 0.0980921
-7.55 -40.26 -394.622 0.327247 -34.2785 0.112373 -4.09405 0.0999167
-7.55 -20.13 -401.583 0.310577 -34.5361 0.122918 1.15913 0.0912796
-7.55 0 -403.902 0.353274 -34.5537 0.112134 7.16557 0.0797175
-7.55 20.13 -401.523 0.318311 -33.9515 0.105551 13.1785 0.089496
-7.55 40.26 -395.417 0.324673 -32.8263 0.131133 18.3995 0.112335
-15.1 -40.26 -348.565 0.309314 -52.5471 0.13004 0.707234 0.0828373
-15.1 -20.13 -344.443 0.445898 -50.399 0.105283 -3.32186 0.108733
-15.1 0 -350.872 0.345537 -52.6101 0.106373 5.98141 0.0700143
-15.1 20.13 -348.598 0.335405 -51.9976 0.117996 10.8437 0.0746592
-15.1 40.26 -345.666 0.493054 -48.7542 0.113283 15.1548 0.162509
