#ID delta theta phi x x_err a a_err y y_err b b_err
19 0.01 -7.55 -20.13 155.219 0.263847 34.6496 0.0942925 12.3125 0.129747 -1.44269 0.0364853 12.903 0.0976523
20 0.01 -7.55 -40.26 161.653 0.29793 35.7996 0.0858399 17.0124 0.0702622 -4.03648 0.0342637 19.3095 0.215776
22 0.01 -15.1 20.13 104.176 0.309675 51.0659 0.107451 1.73307 0.0741316 4.16263 0.0394653 -1.36898 0.209297
23 0.01 -15.1 -0 100.262 0.446365 51.4072 0.129871 7.28568 0.0504956 1.46115 0.051257 6.28921 0.146406
24 0.01 -15.1 -20.13 103.481 0.373362 51.5874 0.116356 13.0138 0.059818 -1.11195 0.0447426 13.7709 0.273967
1 -0.01 15.1 40.26 -119.48 0.393649 -37.9791 0.103109 -6.05166 0.0747462 8.69054 0.0569622 -13.0579 0.234947
2 -0.01 15.1 20.13 -124.911 0.2963 -40.3682 0.110491 -1.25228 0.223158 5.67226 0.0393449 -6.09098 0.0782741
3 -0.01 15.1 -0 -126.497 0.305599 -40.4827 0.0888045 4.06185 0.0592455 2.61161 0.0377904 1.85719 0.0968172
4 -0.01 15.1 -20.13 -124.709 0.297677 -39.7636 0.118489 9.21566 1.99759 -0.409045 0.0371736 9.64941 0.0781146
5 -0.01 15.1 -40.26 -121.576 0.450692 -36.9887 0.116583 14.0657 0.0644064 -3.42725 0.0540039 16.8008 0.190696
6 -0.01 7.55 40.26 -167.514 0.249758 -22.4348 0.0940026 -7.16225 0.0693789 7.7831 0.0345736 -13.8551 0.841739
7 -0.01 7.55 20.13 -175.753 0.289317 -22.9054 0.105923 -1.37337 0.0436987 5.11833 0.0347855 -5.63697 0.108245
8 -0.01 7.55 -0 -177.905 0.254205 -22.7109 0.0901333 4.97993 0.0702532 2.7391 0.0326478 2.54042 0.147354
9 -0.01 7.55 -20.13 -175.075 0.250713 -22.3499 0.0857168 11.3776 0.0433248 0.252915 0.0316528 11.0464 0.0836524
10 -0.01 7.55 -40.26 -168.702 0.294686 -20.8585 0.0864498 17.2891 0.0422968 -2.23396 0.0367737 19.188 0.139414
11 -0.01 -0 40.26 -221.969 0.216187 -4.80772 0.0770054 -8.29127 0.068838 6.77562 0.0298926 -14.012 0.442761
12 -0.01 -0 20.13 -228.783 0.223018 -5.71156 0.0943195 -1.15375 0.0888954 4.62116 0.0310279 -5.02892 0.118799
13 -0.01 -0 -0 -232.062 0.224729 -5.36302 0.0966333 5.95235 0.0549039 2.71591 0.0199407 3.45303 0.0722417
14 -0.01 -0 -20.13 -229.993 0.212814 -4.85856 0.0784588 13.4238 0.0917722 0.644481 0.0291858 12.3871 0.124518
15 -0.01 -0 -40.26 -223.221 0.261355 -3.60882 0.0998583 20.1985 0.0901845 -1.2635 0.0318359 21.0468 0.189891
16 -0.01 -7.55 40.26 -276.632 0.240972 12.2439 0.0891245 -8.95771 0.100447 5.99174 0.032582 -14.3721 0.283675
17 -0.01 -7.55 20.13 -283.353 0.230896 11.5538 0.107616 -1.18542 0.182422 4.27812 0.031486 -4.89258 0.187759
18 -0.01 -7.55 -0 -287.261 0.250989 11.9604 0.103087 7.19126 0.107863 2.47635 0.0339023 4.89956 0.150413
19 -0.01 -7.55 -20.13 -284.823 0.255407 12.6332 0.0945582 15.8839 0.212202 0.849014 0.0330435 14.7785 0.176573
20 -0.01 -7.55 -40.26 -278.199 0.251274 13.7072 0.103476 23.7138 0.0849641 -0.975373 0.0333268 24.3615 0.235091
22 -0.01 -15.1 20.13 -339.173 0.339309 29.1655 0.0862493 0.214438 0.140468 4.33927 0.0334945 -6.39105 0.679267
23 -0.01 -15.1 -0 -323.691 0.436717 26.4883 0.100158 -7.13852 0.130257 5.54307 0.0516708 -11.8186 2.24396
24 -0.01 -15.1 -20.13 -345.935 0.336767 29.9126 0.115467 8.0295 0.143119 2.52904 0.0403057 5.60481 0.13468
6 0.02 7.55 40.26 467.23 0.336101 13.3275 0.12101 -4.22669 0.0440931 9.62154 0.0503193 -9.81089 0.0850767
7 0.02 7.55 20.13 458.769 0.300903 13.0525 0.118394 0.0354572 0.0321714 5.44269 0.0455478 -2.58348 0.0567468
8 0.02 7.55 -0 456.397 0.275034 13.0912 0.0970449 4.81108 0.219635 1.41179 0.0446227 4.08145 0.0532791
9 0.02 7.55 -20.13 459.1 0.271006 13.4111 0.108319 8.61604 0.0372684 -2.08608 0.0408078 9.43145 0.051354
10 0.02 7.55 -40.26 466.32 0.322988 15.0051 0.151774 13.0001 0.0411832 -6.21363 0.0492406 21.2365 0.0577886
11 0.02 -0 40.26 421.327 0.260338 30.7086 0.0891178 -2.84433 0.0419467 8.54841 0.0415378 -7.57772 0.503247
12 0.02 -0 20.13 414.537 0.244274 29.908 0.0993481 1.1774 0.0444443 4.82309 0.0381659 -1.2684 0.282559
13 0.02 -0 -0 411.803 0.228763 29.5935 0.113637 5.33091 0.0224406 1.59236 0.026582 4.48398 0.0711614
14 0.02 -0 -20.13 413.557 0.258021 30.5981 0.0893555 9.507 0.0384695 -1.83364 0.038886 10.4052 0.190008
15 0.02 -0 -40.26 420.151 0.293963 31.9114 0.0809284 13.4601 0.027667 -5.4223 0.0447369 16.2402 0.35023
16 0.02 -7.55 40.26 372.703 0.370535 47.1893 0.137819 -0.750444 1.41421 8.1208 0.0524232 -6.51399 0.125901
17 0.02 -7.55 20.13 366.088 0.342062 46.3849 0.146084 1.74828 0.0412783 4.87315 0.052644 -0.786672 0.146453
18 0.02 -7.55 -0 362.316 0.361066 46.453 0.118925 6.44335 0.0301732 1.67994 0.049733 5.62316 0.177594
19 0.02 -7.55 -20.13 364.18 0.322534 46.9433 0.11661 10.8408 0.0551979 -1.2446 0.047561 11.4224 0.163337
20 0.02 -7.55 -40.26 371.421 0.301606 48.5081 0.115983 15.0887 0.0483549 -4.60253 0.0422503 17.9195 0.410134
22 0.02 -15.1 20.13 314.539 0.460689 63.0912 0.136201 3.49498 0.0425874 4.53455 0.0669238 1.03653 0.168838
23 0.02 -15.1 -0 311.888 0.326376 63.4733 0.162484 7.05395 0.0545728 1.62475 0.0473715 6.1882 0.192491
24 0.02 -15.1 -20.13 314.339 0.38334 63.7627 0.115522 10.9751 0.0524936 -1.18326 0.0521988 11.6024 0.191447
1 -0.02 15.1 40.26 -344.469 0.646087 -50.341 0.134986 -3.25426 0.0810305 8.12727 0.0742916 -10.939 0.124715
2 -0.02 15.1 20.13 -349.751 0.431502 -52.6205 0.172175 0.627933 0.038298 5.43807 0.0463041 -4.51122 0.0937747
3 -0.02 15.1 -0 -351.455 0.415811 -52.8111 0.166462 5.80893 0.0522442 2.44933 0.046827 3.46282 0.0772165
4 -0.02 15.1 -20.13 -348.567 0.391005 -52.113 0.159089 10.7077 0.0534183 -0.417902 0.0456236 11.0336 0.0897119
5 -0.02 15.1 -40.26 -344.234 0.520309 -48.6521 0.136299 14.8439 0.0757895 -3.04151 0.0604273 17.7957 0.171729
6 -0.02 7.55 40.26 -394.476 0.363761 -34.544 0.158685 -4.27057 0.0489983 7.0465 0.0459439 -11.0684 0.22054
7 -0.02 7.55 20.13 -402.397 0.435723 -34.7325 0.180931 1.02739 0.0692259 4.63883 0.0467225 -3.46946 0.156787
8 -0.02 7.55 -0 -404.834 0.415299 -34.663 0.166217 7.00008 0.0755187 2.55486 0.0437529 4.39826 0.0954354
9 -0.02 7.55 -20.13 -401.865 0.357632 -34.1656 0.15364 13.1467 0.0671538 0.30776 0.0422921 12.8171 0.160346
10 -0.02 7.55 -40.26 -394.683 0.419651 -32.7033 0.166193 18.4243 0.067334 -2.04118 0.0461729 20.4871 0.123522
11 -0.02 -0 40.26 -451.04 0.489414 -16.1884 0.237159 -5.35389 0.0878045 6.56351 0.054729 -12.0175 0.184268
12 -0.02 -0 20.13 -457.527 0.479593 -17.3355 0.229377 1.546 0.373893 4.70273 0.0632929 -3.29069 0.191371
13 -0.02 -0 -0 -458.391 0.395455 -17.278 0.187597 8.32669 0.0586803 2.77005 0.0326135 5.58868 0.0786236
14 -0.02 -0 -20.13 -457.705 0.50228 -16.3222 0.180728 15.4938 0.0817281 0.87655 0.0489528 14.6675 0.110358
15 -0.02 -0 -40.26 -449.396 0.370071 -14.8688 0.199151 22.323 0.0874014 -0.88773 0.0484203 23.2516 0.191565
