7.55 -40.26 163.275 0.219646 34.4313 0.0906678 -4.6129 0.160249
7.55 -20.13 157.986 0.196518 33.8066 0.0706038 0.899125 0.176129
7.55 0 153.731 0.241909 34.0722 0.0809227 6.64926 0.174647
7.55 20.13 157.251 0.176902 34.7969 0.0671275 12.6431 0.171468
7.55 40.26 161.971 0.253209 35.8982 0.0900558 17.8673 0.129841
0 -40.26 213.901 0.230224 17.8931 0.0778901 -4.22711 0.196791
0 -20.13 208.669 0.193828 17.0265 0.0647599 0.468973 0.168641
0 0 205.264 0.182915 17.2302 0.0765982 5.67919 0.0787768
0 20.13 208.558 0.182682 18.0745 0.0629808 11.3185 0.127858
0 40.26 213.554 0.238219 19.2782 0.0832359 15.9326 0.123627
-7.55 -40.26 263.636 0.324934 0.912428 0.0931794 -4.14074 0.155373
-7.55 -20.13 257.134 0.24226 0.462665 0.0653447 0.0436727 0.117913
-7.55 0 254.633 0.222874 0.411706 0.0933887 4.65804 0.083139
-7.55 20.13 258.109 0.195224 1.11521 0.0697161 9.56087 0.110823
-7.55 40.26 262.643 0.241313 2.2252 0.106007 13.7833 0.130783
-15.1 -40.26 303.536 0.315975 -14.3002 0.0959612 -5.21508 0.0828711
-15.1 -20.13 297.04 0.233299 -16.6155 0.106863 -1.45871 0.0521395
-15.1 0 294.596 0.237554 -17.0246 0.092526 3.65043 0.0361789
-15.1 20.13 297.163 0.232584 -16.1716 0.100796 8.77329 0.0454219
-15.1 40.26 303.039 0.3017 -13.275 0.0990319 12.8487 0.0645889
